Entry,Gene.names...primary..,Entry.name,Protein.names,Transmembrane,Passes,membrane,singlepass,multipass,GPI-anchored
Q16720,ATP2B3,AT2B3_HUMAN,Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 3.6.3.8) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3),TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 365 384 Helical. {ECO:0000255}.; TRANSMEM 418 435 Helical. {ECO:0000255}.; TRANSMEM 850 869 Helical. {ECO:0000255}.; TRANSMEM 880 900 Helical. {ECO:0000255}.; TRANSMEM 921 943 Helical. {ECO:0000255}.; TRANSMEM 962 983 Helical. {ECO:0000255}.; TRANSMEM 1003 1024 Helical. {ECO:0000255}.; TRANSMEM 1035 1056 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q24JQ0,TMEM241,TM241_HUMAN,Transmembrane protein 241,TRANSMEM 7 29 Helical. {ECO:0000255}.; TRANSMEM 32 52 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 93 113 Helical. {ECO:0000255}.; TRANSMEM 121 141 Helical. {ECO:0000255}.; TRANSMEM 146 166 Helical. {ECO:0000255}.; TRANSMEM 187 207 Helical. {ECO:0000255}.; TRANSMEM 211 231 Helical. {ECO:0000255}.; TRANSMEM 250 270 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q2M3R5,SLC35G1,S35G1_HUMAN,Solute carrier family 35 member G1 (Partner of STIM1) (Transmembrane protein 20),TRANSMEM 69 89 Helical. {ECO:0000255}.; TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.; TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 187 207 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 252 272 Helical. {ECO:0000255}.; TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 311 333 Helical. {ECO:0000255}.; TRANSMEM 338 357 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q4VNC0,ATP13A5,AT135_HUMAN,Probable cation-transporting ATPase 13A5 (EC 3.6.3.-) (P5-ATPase isoform 5),TRANSMEM 33 53 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.; TRANSMEM 433 453 Helical. {ECO:0000255}.; TRANSMEM 903 923 Helical. {ECO:0000255}.; TRANSMEM 940 956 Helical. {ECO:0000255}.; TRANSMEM 973 993 Helical. {ECO:0000255}.; TRANSMEM 1042 1062 Helical. {ECO:0000255}.; TRANSMEM 1077 1097 Helical. {ECO:0000255}.; TRANSMEM 1115 1135 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q53GD3,SLC44A4,CTL4_HUMAN,Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1) (hTPPT1),TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.; TRANSMEM 310 330 Helical. {ECO:0000255}.; TRANSMEM 359 379 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 502 522 Helical. {ECO:0000255}.; TRANSMEM 561 581 Helical. {ECO:0000255}.; TRANSMEM 598 618 Helical. {ECO:0000255}.; TRANSMEM 639 659 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5GH76,XKR4,XKR4_HUMAN,XK-related protein 4,TRANSMEM 114 134 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 248 268 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 331 351 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 396 418 Helical. {ECO:0000255}.; TRANSMEM 428 448 Helical. {ECO:0000255}.; TRANSMEM 457 477 Helical. {ECO:0000255}.; TRANSMEM 487 507 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5GH77,XKR3,XKR3_HUMAN,XK-related protein 3 (X Kell blood group-related 3) (XTES),TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}.; TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 264 284 Helical. {ECO:0000255}.; TRANSMEM 300 320 Helical. {ECO:0000255}.; TRANSMEM 345 365 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5M8T2,SLC35D3,S35D3_HUMAN,Solute carrier family 35 member D3 (Fringe connection-like protein 1),TRANSMEM 9 29 Helical. {ECO:0000255}.; TRANSMEM 38 58 Helical. {ECO:0000255}.; TRANSMEM 64 84 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.; TRANSMEM 155 175 Helical. {ECO:0000255}.; TRANSMEM 187 207 Helical. {ECO:0000255}.; TRANSMEM 224 244 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 280 300 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5T1Q4,SLC35F1,S35F1_HUMAN,Solute carrier family 35 member F1,TRANSMEM 60 80 Helical. {ECO:0000255}.; TRANSMEM 94 114 Helical. {ECO:0000255}.; TRANSMEM 129 147 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 186 206 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 247 267 Helical. {ECO:0000255}.; TRANSMEM 284 304 Helical. {ECO:0000255}.; TRANSMEM 311 331 Helical. {ECO:0000255}.; TRANSMEM 335 355 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5T3F8,TMEM63B,CSCL2_HUMAN,CSC1-like protein 2 (Transmembrane protein 63B),TRANSMEM 41 61 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 435 455 Helical. {ECO:0000255}.; TRANSMEM 481 501 Helical. {ECO:0000255}.; TRANSMEM 521 541 Helical. {ECO:0000255}.; TRANSMEM 560 580 Helical. {ECO:0000255}.; TRANSMEM 630 650 Helical. {ECO:0000255}.; TRANSMEM 678 698 Helical. {ECO:0000255}.; TRANSMEM 711 731 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q5VTY9,HHAT,HHAT_HUMAN,Protein-cysteine N-palmitoyltransferase HHAT (EC 2.3.1.-) (Hedgehog acyltransferase) (Melanoma antigen recognized by T-cells 2) (MART-2) (Skinny hedgehog protein 1),TRANSMEM 6 22 Helical. {ECO:0000255}.; TRANSMEM 68 84 Helical. {ECO:0000255}.; TRANSMEM 132 148 Helical. {ECO:0000255}.; TRANSMEM 163 183 Helical. {ECO:0000255}.; TRANSMEM 244 271 Helical. {ECO:0000255}.; TRANSMEM 282 310 Helical. {ECO:0000255}.; TRANSMEM 364 380 Helical. {ECO:0000255}.; TRANSMEM 384 399 Helical. {ECO:0000255}.; TRANSMEM 428 448 Helical. {ECO:0000255}.; TRANSMEM 463 481 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q6AI14,SLC9A4,SL9A4_HUMAN,Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4) (Solute carrier family 9 member 4),TRANSMEM 95 115 Helical; Name=C/M3. {ECO:0000255}.; TRANSMEM 128 148 Helical; Name=D/M4. {ECO:0000255}.; TRANSMEM 155 175 Helical; Name=E/M5. {ECO:0000255}.; TRANSMEM 197 217 Helical; Name=F/M5A. {ECO:0000255}.; TRANSMEM 227 247 Helical; Name=G/M5B. {ECO:0000255}.; TRANSMEM 271 291 Helical; Name=H/M6. {ECO:0000255}.; TRANSMEM 305 325 Helical; Name=I/M7. {ECO:0000255}.; TRANSMEM 357 373 Helical; Name=J/M8. {ECO:0000255}.; TRANSMEM 385 405 Helical; Name=K/M9. {ECO:0000255}.; TRANSMEM 451 471 Helical; Name=M/M10. {ECO:0000255}.,10,+,NA,+,NA
Q6PP77,XKRX,XKR2_HUMAN,"XK-related protein 2 (Membrane protein XPLAC) (X Kell blood group-related, X-linked)",TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 174 194 Helical. {ECO:0000255}.; TRANSMEM 202 222 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 357 377 Helical. {ECO:0000255}.; TRANSMEM 382 402 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q6UWJ1,TMCO3,TMCO3_HUMAN,Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein),TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 317 337 Helical. {ECO:0000255}.; TRANSMEM 350 370 Helical. {ECO:0000255}.; TRANSMEM 416 436 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.; TRANSMEM 498 518 Helical. {ECO:0000255}.; TRANSMEM 554 574 Helical. {ECO:0000255}.; TRANSMEM 578 598 Helical. {ECO:0000255}.; TRANSMEM 608 628 Helical. {ECO:0000255}.; TRANSMEM 640 660 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q6UXY8,TMC5,TMC5_HUMAN,Transmembrane channel-like protein 5,TRANSMEM 459 479 Helical. {ECO:0000255}.; TRANSMEM 486 508 Helical. {ECO:0000255}.; TRANSMEM 526 546 Helical. {ECO:0000255}.; TRANSMEM 620 640 Helical. {ECO:0000255}.; TRANSMEM 655 675 Helical. {ECO:0000255}.; TRANSMEM 699 719 Helical. {ECO:0000255}.; TRANSMEM 733 753 Helical. {ECO:0000255}.; TRANSMEM 787 807 Helical. {ECO:0000255}.; TRANSMEM 836 856 Helical. {ECO:0000255}.; TRANSMEM 901 921 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q6YBV0,SLC36A4,S36A4_HUMAN,Proton-coupled amino acid transporter 4 (Proton/amino acid transporter 4) (Solute carrier family 36 member 4),TRANSMEM 87 107 Helical. {ECO:0000255}.; TRANSMEM 154 174 Helical. {ECO:0000255}.; TRANSMEM 206 226 Helical. {ECO:0000255}.; TRANSMEM 231 251 Helical. {ECO:0000255}.; TRANSMEM 273 293 Helical. {ECO:0000255}.; TRANSMEM 309 329 Helical. {ECO:0000255}.; TRANSMEM 358 378 Helical. {ECO:0000255}.; TRANSMEM 389 409 Helical. {ECO:0000255}.; TRANSMEM 414 434 Helical. {ECO:0000255}.; TRANSMEM 456 476 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7RTM1,OTOP1,OTOP1_HUMAN,Otopetrin-1,TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 92 112 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 168 188 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 311 331 Helical. {ECO:0000255}.; TRANSMEM 346 366 Helical. {ECO:0000255}.; TRANSMEM 393 413 Helical. {ECO:0000255}.; TRANSMEM 545 565 Helical. {ECO:0000255}.; TRANSMEM 576 596 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7RTS6,OTOP2,OTOP2_HUMAN,Otopetrin-2,TRANSMEM 30 50 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 100 120 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.; TRANSMEM 289 309 Helical. {ECO:0000255}.; TRANSMEM 324 344 Helical. {ECO:0000255}.; TRANSMEM 371 391 Helical. {ECO:0000255}.; TRANSMEM 495 515 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7RTT9,SLC29A4,S29A4_HUMAN,Equilibrative nucleoside transporter 4 (hENT4) (Plasma membrane monoamine transporter) (Solute carrier family 29 member 4),TRANSMEM 69 89 Helical. {ECO:0000255}.; TRANSMEM 102 122 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 352 372 Helical. {ECO:0000255}.; TRANSMEM 382 402 Helical. {ECO:0000255}.; TRANSMEM 417 437 Helical. {ECO:0000255}.; TRANSMEM 451 471 Helical. {ECO:0000255}.; TRANSMEM 487 509 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7Z403,TMC6,TMC6_HUMAN,Transmembrane channel-like protein 6 (Epidermodysplasia verruciformis protein 1) (Protein LAK-4),TRANSMEM 210 230 Helical. {ECO:0000255}.; TRANSMEM 250 270 Helical. {ECO:0000255}.; TRANSMEM 339 359 Helical. {ECO:0000255}.; TRANSMEM 432 452 Helical. {ECO:0000255}.; TRANSMEM 470 490 Helical. {ECO:0000255}.; TRANSMEM 506 526 Helical. {ECO:0000255}.; TRANSMEM 554 574 Helical. {ECO:0000255}.; TRANSMEM 605 625 Helical. {ECO:0000255}.; TRANSMEM 651 671 Helical. {ECO:0000255}.; TRANSMEM 723 743 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7Z5M5,TMC3,TMC3_HUMAN,Transmembrane channel-like protein 3,TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 193 213 Helical. {ECO:0000255}.; TRANSMEM 226 246 Helical. {ECO:0000255}.; TRANSMEM 320 340 Helical. {ECO:0000255}.; TRANSMEM 362 382 Helical. {ECO:0000255}.; TRANSMEM 394 414 Helical. {ECO:0000255}.; TRANSMEM 509 529 Helical. {ECO:0000255}.; TRANSMEM 570 590 Helical. {ECO:0000255}.; TRANSMEM 619 639 Helical. {ECO:0000255}.; TRANSMEM 680 700 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q7Z5S9,TMEM144,TM144_HUMAN,Transmembrane protein 144,TRANSMEM 8 28 Helical. {ECO:0000255}.; TRANSMEM 39 59 Helical. {ECO:0000255}.; TRANSMEM 64 86 Helical. {ECO:0000255}.; TRANSMEM 93 115 Helical. {ECO:0000255}.; TRANSMEM 125 145 Helical. {ECO:0000255}.; TRANSMEM 190 210 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 264 284 Helical. {ECO:0000255}.; TRANSMEM 292 312 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8IVJ1,SLC41A1,S41A1_HUMAN,Solute carrier family 41 member 1,TRANSMEM 102 122 Helical. {ECO:0000255}.; TRANSMEM 185 205 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 316 336 Helical. {ECO:0000255}.; TRANSMEM 346 366 Helical. {ECO:0000255}.; TRANSMEM 411 431 Helical. {ECO:0000255}.; TRANSMEM 439 459 Helical. {ECO:0000255}.; TRANSMEM 484 504 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8IWA5,SLC44A2,CTL2_HUMAN,Choline transporter-like protein 2 (Solute carrier family 44 member 2),TRANSMEM 34 54 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 316 336 Helical. {ECO:0000255}.; TRANSMEM 365 385 Helical. {ECO:0000255}.; TRANSMEM 458 480 Helical. {ECO:0000255}.; TRANSMEM 505 525 Helical. {ECO:0000255}.; TRANSMEM 564 584 Helical. {ECO:0000255}.; TRANSMEM 600 620 Helical. {ECO:0000255}.; TRANSMEM 639 659 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8IXU6,SLC35F2,S35F2_HUMAN,Solute carrier family 35 member F2,TRANSMEM 39 59 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 108 126 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 165 185 Helical. {ECO:0000255}.; TRANSMEM 195 215 Helical. {ECO:0000255}.; TRANSMEM 227 247 Helical. {ECO:0000255}.; TRANSMEM 263 283 Helical. {ECO:0000255}.; TRANSMEM 291 311 Helical. {ECO:0000255}.; TRANSMEM 314 334 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8IY50,SLC35F3,S35F3_HUMAN,Putative thiamine transporter SLC35F3 (Solute carrier family 35 member F3),TRANSMEM 66 86 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 179 199 Helical. {ECO:0000255}.; TRANSMEM 208 228 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 305 325 Helical. {ECO:0000255}.; TRANSMEM 326 346 Helical. {ECO:0000255}.; TRANSMEM 352 372 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8N394,TMTC2,TMTC2_HUMAN,Transmembrane and TPR repeat-containing protein 2,TRANSMEM 85 105 Helical. {ECO:0000255}.; TRANSMEM 108 128 Helical. {ECO:0000255}.; TRANSMEM 133 153 Helical. {ECO:0000255}.; TRANSMEM 163 183 Helical. {ECO:0000255}.; TRANSMEM 184 204 Helical. {ECO:0000255}.; TRANSMEM 222 241 Helical. {ECO:0000255}.; TRANSMEM 313 333 Helical. {ECO:0000255}.; TRANSMEM 400 420 Helical. {ECO:0000255}.; TRANSMEM 423 443 Helical. {ECO:0000255}.; TRANSMEM 450 470 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8N434,SVOPL,SVOPL_HUMAN,Putative transporter SVOPL (SV2-related protein-like) (SVOP-like protein),TRANSMEM 48 68 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 121 141 Helical. {ECO:0000255}.; TRANSMEM 179 199 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 281 301 Helical. {ECO:0000255}.; TRANSMEM 348 368 Helical. {ECO:0000255}.; TRANSMEM 383 403 Helical. {ECO:0000255}.; TRANSMEM 429 449 Helical. {ECO:0000255}.; TRANSMEM 458 478 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8NB49,ATP11C,AT11C_HUMAN,Phospholipid-transporting ATPase IG (EC 3.6.3.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C),TRANSMEM 67 85 Helical. {ECO:0000255}.; TRANSMEM 87 107 Helical. {ECO:0000255}.; TRANSMEM 291 311 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.; TRANSMEM 880 900 Helical. {ECO:0000255}.; TRANSMEM 909 929 Helical. {ECO:0000255}.; TRANSMEM 956 976 Helical. {ECO:0000255}.; TRANSMEM 996 1016 Helical. {ECO:0000255}.; TRANSMEM 1027 1047 Helical. {ECO:0000255}.; TRANSMEM 1070 1090 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8NBJ9,SIDT2,SIDT2_HUMAN,SID1 transmembrane family member 2,TRANSMEM 297 317 Helical. {ECO:0000255}.; TRANSMEM 448 468 Helical. {ECO:0000255}.; TRANSMEM 500 520 Helical. {ECO:0000255}.; TRANSMEM 547 567 Helical. {ECO:0000255}.; TRANSMEM 606 626 Helical. {ECO:0000255}.; TRANSMEM 632 652 Helical. {ECO:0000255}.; TRANSMEM 689 709 Helical. {ECO:0000255}.; TRANSMEM 716 736 Helical. {ECO:0000255}.; TRANSMEM 747 767 Helical. {ECO:0000255}.; TRANSMEM 797 817 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8NCS7,SLC44A5,CTL5_HUMAN,Choline transporter-like protein 5 (Solute carrier family 44 member 5),TRANSMEM 39 59 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 326 346 Helical. {ECO:0000255}.; TRANSMEM 352 372 Helical. {ECO:0000255}.; TRANSMEM 375 395 Helical. {ECO:0000255}.; TRANSMEM 461 481 Helical. {ECO:0000255}.; TRANSMEM 516 536 Helical. {ECO:0000255}.; TRANSMEM 611 631 Helical. {ECO:0000255}.; TRANSMEM 650 670 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8NFF2,SLC24A4,NCKX4_HUMAN,Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4),TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 201 221 Helical. {ECO:0000255}.; TRANSMEM 225 245 Helical. {ECO:0000255}.; TRANSMEM 458 478 Helical. {ECO:0000255}.; TRANSMEM 480 500 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.; TRANSMEM 558 578 Helical. {ECO:0000255}.; TRANSMEM 587 607 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8TBE7,SLC35G2,S35G2_HUMAN,Solute carrier family 35 member G2 (Transmembrane protein 22),TRANSMEM 105 125 Helical; Name=1. {ECO:0000255}.; TRANSMEM 131 151 Helical; Name=2. {ECO:0000255}.; TRANSMEM 169 189 Helical; Name=3. {ECO:0000255}.; TRANSMEM 194 214 Helical; Name=4. {ECO:0000255}.; TRANSMEM 218 238 Helical; Name=5. {ECO:0000255}.; TRANSMEM 255 275 Helical; Name=6. {ECO:0000255}.; TRANSMEM 286 306 Helical; Name=7. {ECO:0000255}.; TRANSMEM 319 339 Helical; Name=8. {ECO:0000255}.; TRANSMEM 346 366 Helical; Name=9. {ECO:0000255}.; TRANSMEM 368 388 Helical; Name=10. {ECO:0000255}.,10,+,NA,+,NA
Q8TF62,ATP8B4,AT8B4_HUMAN,Probable phospholipid-transporting ATPase IM (EC 3.6.3.1) (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4),TRANSMEM 45 66 Helical. {ECO:0000255}.; TRANSMEM 73 92 Helical. {ECO:0000255}.; TRANSMEM 277 298 Helical. {ECO:0000255}.; TRANSMEM 328 349 Helical. {ECO:0000255}.; TRANSMEM 872 892 Helical. {ECO:0000255}.; TRANSMEM 905 924 Helical. {ECO:0000255}.; TRANSMEM 955 976 Helical. {ECO:0000255}.; TRANSMEM 991 1013 Helical. {ECO:0000255}.; TRANSMEM 1020 1040 Helical. {ECO:0000255}.; TRANSMEM 1061 1085 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8WUM9,SLC20A1,S20A1_HUMAN,Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1),TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 100 120 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 511 531 Helical. {ECO:0000255}.; TRANSMEM 558 578 Helical. {ECO:0000255}.; TRANSMEM 600 620 Helical. {ECO:0000255}.; TRANSMEM 650 670 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q8WV83,SLC35F5,S35F5_HUMAN,Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3) (HCV NS5A-transactivated protein 3),TRANSMEM 69 89 Helical. {ECO:0000255}.; TRANSMEM 101 121 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 268 288 Helical. {ECO:0000255}.; TRANSMEM 296 316 Helical. {ECO:0000255}.; TRANSMEM 327 347 Helical. {ECO:0000255}.; TRANSMEM 361 381 Helical. {ECO:0000255}.; TRANSMEM 395 415 Helical. {ECO:0000255}.; TRANSMEM 420 440 Helical. {ECO:0000255}.; TRANSMEM 452 472 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q93084,ATP2A3,AT2A3_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 3.6.3.8) (Calcium pump 3),TRANSMEM 49 69 Helical; Name=1. {ECO:0000250}.; TRANSMEM 90 110 Helical; Name=2. {ECO:0000250}.; TRANSMEM 254 273 Helical; Name=3. {ECO:0000250}.; TRANSMEM 296 313 Helical; Name=4. {ECO:0000250}.; TRANSMEM 758 777 Helical; Name=5. {ECO:0000250}.; TRANSMEM 788 808 Helical; Name=6. {ECO:0000250}.; TRANSMEM 829 851 Helical; Name=7. {ECO:0000250}.; TRANSMEM 898 917 Helical; Name=8. {ECO:0000250}.; TRANSMEM 931 949 Helical; Name=9. {ECO:0000250}.; TRANSMEM 965 985 Helical; Name=10. {ECO:0000250}.,10,+,NA,+,NA
Q969I6,SLC38A4,S38A4_HUMAN,Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3),TRANSMEM 105 125 Helical. {ECO:0000255}.; TRANSMEM 152 172 Helical. {ECO:0000255}.; TRANSMEM 196 216 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 333 353 Helical. {ECO:0000255}.; TRANSMEM 370 390 Helical. {ECO:0000255}.; TRANSMEM 412 432 Helical. {ECO:0000255}.; TRANSMEM 454 474 Helical. {ECO:0000255}.; TRANSMEM 477 497 Helical. {ECO:0000255}.; TRANSMEM 515 535 Helical. {ECO:0000255}.,10,+,NA,+,NA
Q96BI1,SLC22A18,S22AI_HUMAN,Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A),TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 90 110 Helical. {ECO:0000255}.; TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 184 204 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 276 296 Helical. {ECO:0000255}.; TRANSMEM 312 332 Helical. {ECO:0000255}.; TRANSMEM 334 354 Helical. {ECO:0000255}.; TRANSMEM 391 411 Helical. {ECO:0000255}.,10,+,NA,+,NA
